park_id,category,vacancy_type,vacancy,lastupdate,type,rounded_time
tdstt24,HOURLY,A,74,2021-06-15 13:00:40,P,2021-06-15 13:15:00
tdstt24,HOURLY,A,85,2021-06-14 21:00:27,P,2021-06-14 21:15:00
tdstt24,HOURLY,A,85,2021-06-14 21:00:27,P,2021-06-14 21:15:00
tdstt24,HOURLY,A,81,2021-06-12 21:00:29,P,2021-06-12 21:15:00
tdstt24,HOURLY,A,81,2021-06-12 21:00:29,P,2021-06-12 21:15:00
tdstt24,HOURLY,A,75,2021-06-11 21:00:28,P,2021-06-11 21:15:00
tdstt24,HOURLY,A,75,2021-06-11 21:00:28,P,2021-06-11 21:15:00
tdstt24,HOURLY,A,75,2021-06-11 21:00:28,P,2021-06-11 21:15:00
tdstt24,HOURLY,A,65,2021-06-11 13:00:34,P,2021-06-11 13:15:00
tdstt24,HOURLY,A,75,2021-06-10 21:00:33,P,2021-06-10 21:15:00
tdstt24,HOURLY,A,72,2021-06-10 20:00:32,P,2021-06-10 20:15:00
tdstt24,HOURLY,A,65,2021-06-10 16:00:31,P,2021-06-10 16:15:00
tdstt24,HOURLY,A,67,2021-06-10 10:01:04,P,2021-06-10 10:15:00
tdstt24,HOURLY,A,73,2021-06-10 08:00:31,P,2021-06-10 08:15:00
tdstt24,HOURLY,A,77,2021-06-10 07:00:24,P,2021-06-10 07:15:00
tdstt24,HOURLY,A,75,2021-06-09 21:00:30,P,2021-06-09 21:15:00
tdstt24,HOURLY,A,75,2021-06-09 21:00:30,P,2021-06-09 21:15:00
tdstt24,HOURLY,A,74,2021-06-09 19:00:46,P,2021-06-09 19:15:00
tdstt24,HOURLY,A,70,2021-06-09 17:00:47,P,2021-06-09 17:15:00
tdstt24,HOURLY,A,63,2021-06-09 13:51:57,P,2021-06-09 14:00:00
tdstt24,HOURLY,A,66,2021-06-09 10:01:09,P,2021-06-09 10:15:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,68,2021-06-08 19:30:31,P,2021-06-08 19:45:00
tdstt24,HOURLY,A,64,2021-06-08 18:30:19,P,2021-06-08 18:45:00
tdstt24,HOURLY,A,62,2021-06-08 16:00:26,P,2021-06-08 16:15:00
tdstt24,HOURLY,A,67,2021-06-08 14:00:50,P,2021-06-08 14:15:00
tdstt24,HOURLY,A,71,2021-06-08 12:00:27,P,2021-06-08 12:15:00
tdstt24,HOURLY,A,78,2021-06-07 21:00:24,P,2021-06-07 21:15:00
tdstt24,HOURLY,A,78,2021-06-07 21:00:24,P,2021-06-07 21:15:00
tdstt24,HOURLY,A,78,2021-06-07 21:00:24,P,2021-06-07 21:15:00
tdstt24,HOURLY,A,66,2021-06-07 13:06:10,P,2021-06-07 13:15:00
tdstt24,HOURLY,A,74,2021-06-07 11:00:53,P,2021-06-07 11:15:00
tdstt24,HOURLY,A,78,2021-06-07 07:00:29,P,2021-06-07 07:15:00
tdstt24,HOURLY,A,78,2021-06-07 07:00:29,P,2021-06-07 07:15:00
tdstt24,HOURLY,A,77,2021-06-06 21:00:29,P,2021-06-06 21:15:00
tdstt24,HOURLY,A,77,2021-06-06 21:00:29,P,2021-06-06 21:15:00
tdstt24,HOURLY,A,77,2021-06-06 21:00:29,P,2021-06-06 21:15:00
tdstt24,HOURLY,A,63,2021-06-06 15:00:25,P,2021-06-06 15:15:00
tdstt24,HOURLY,A,67,2021-06-06 13:09:25,P,2021-06-06 13:15:00
tdstt24,HOURLY,A,70,2021-06-06 08:00:32,P,2021-06-06 08:15:00
tdstt24,HOURLY,A,70,2021-06-06 08:00:32,P,2021-06-06 08:15:00
tdstt24,HOURLY,A,74,2021-06-05 21:00:23,P,2021-06-05 21:15:00
tdstt24,HOURLY,A,74,2021-06-05 21:00:23,P,2021-06-05 21:15:00
tdstt24,HOURLY,A,74,2021-06-05 21:00:23,P,2021-06-05 21:15:00
tdstt24,HOURLY,A,74,2021-06-05 21:00:23,P,2021-06-05 21:15:00
tdstt24,HOURLY,A,73,2021-06-05 19:00:28,P,2021-06-05 19:15:00
tdstt24,HOURLY,A,65,2021-06-05 17:00:36,P,2021-06-05 17:15:00
tdstt24,HOURLY,A,59,2021-06-05 14:00:36,P,2021-06-05 14:15:00
tdstt24,HOURLY,A,59,2021-06-05 14:00:36,P,2021-06-05 14:15:00
tdstt24,HOURLY,A,63,2021-06-05 12:20:26,P,2021-06-05 12:30:00
tdstt24,HOURLY,A,67,2021-06-05 10:00:38,P,2021-06-05 10:15:00
tdstt24,HOURLY,A,72,2021-06-05 08:01:37,P,2021-06-05 08:15:00
tdstt24,HOURLY,A,75,2021-06-04 21:02:35,P,2021-06-04 21:15:00
tdstt24,HOURLY,A,75,2021-06-04 21:02:35,P,2021-06-04 21:15:00
tdstt24,HOURLY,A,75,2021-06-04 21:02:35,P,2021-06-04 21:15:00
tdstt24,HOURLY,A,75,2021-06-04 21:02:35,P,2021-06-04 21:15:00
tdstt24,HOURLY,A,75,2021-06-04 21:02:35,P,2021-06-04 21:15:00
