park_id,category,vacancy_type,vacancy,lastupdate,type,rounded_time
tdc6p16,HOURLY,A,1,2021-06-15 13:00:33,P,2021-06-15 13:15:00
tdc6p16,HOURLY,A,1,2021-06-15 06:00:26,P,2021-06-15 06:15:00
tdc6p16,HOURLY,A,1,2021-06-14 21:00:41,P,2021-06-14 21:15:00
tdc6p16,HOURLY,A,1,2021-06-13 06:00:48,P,2021-06-13 06:15:00
tdc6p16,HOURLY,A,1,2021-06-12 21:01:52,P,2021-06-12 21:15:00
tdc6p16,HOURLY,A,1,2021-06-12 12:00:18,P,2021-06-12 12:15:00
tdc6p16,HOURLY,A,1,2021-06-12 05:00:26,P,2021-06-12 05:15:00
tdc6p16,HOURLY,A,1,2021-06-11 23:00:24,P,2021-06-11 23:15:00
tdc6p16,HOURLY,A,1,2021-06-11 13:00:21,P,2021-06-11 13:15:00
tdc6p16,HOURLY,A,1,2021-06-11 02:00:22,P,2021-06-11 02:15:00
tdc6p16,HOURLY,A,1,2021-06-10 20:00:40,P,2021-06-10 20:15:00
tdc6p16,HOURLY,A,1,2021-06-10 16:00:32,P,2021-06-10 16:15:00
tdc6p16,HOURLY,A,1,2021-06-10 12:04:11,P,2021-06-10 12:15:00
tdc6p16,HOURLY,A,1,2021-06-10 09:00:30,P,2021-06-10 09:15:00
tdc6p16,HOURLY,A,1,2021-06-10 07:00:52,P,2021-06-10 07:15:00
tdc6p16,HOURLY,A,1,2021-06-10 03:00:18,P,2021-06-10 03:15:00
tdc6p16,HOURLY,A,1,2021-06-10 00:00:33,P,2021-06-10 00:15:00
tdc6p16,HOURLY,A,1,2021-06-09 20:01:53,P,2021-06-09 20:15:00
tdc6p16,HOURLY,A,1,2021-06-09 17:00:41,P,2021-06-09 17:15:00
tdc6p16,HOURLY,A,1,2021-06-09 13:00:31,P,2021-06-09 13:15:00
tdc6p16,HOURLY,A,1,2021-06-09 10:00:35,P,2021-06-09 10:15:00
tdc6p16,HOURLY,A,1,2021-06-09 09:04:31,P,2021-06-09 09:15:00
tdc6p16,HOURLY,A,1,2021-06-09 08:00:49,P,2021-06-09 08:15:00
tdc6p16,HOURLY,B,1,2021-06-09 05:00:16,P,2021-06-09 05:15:00
tdc6p16,HOURLY,B,1,2021-06-09 04:00:28,P,2021-06-09 04:15:00
tdc6p16,HOURLY,B,1,2021-06-09 02:00:46,P,2021-06-09 02:15:00
tdc6p16,HOURLY,B,1,2021-06-08 20:00:23,P,2021-06-08 20:15:00
tdc6p16,HOURLY,B,1,2021-06-08 18:00:42,P,2021-06-08 18:15:00
tdc6p16,HOURLY,B,1,2021-06-08 16:01:54,P,2021-06-08 16:15:00
tdc6p16,HOURLY,B,1,2021-06-08 14:00:59,P,2021-06-08 14:15:00
tdc6p16,HOURLY,B,1,2021-06-08 13:00:28,P,2021-06-08 13:15:00
tdc6p16,HOURLY,B,1,2021-06-08 03:00:25,P,2021-06-08 03:15:00
tdc6p16,HOURLY,B,1,2021-06-08 01:00:36,P,2021-06-08 01:15:00
tdc6p16,HOURLY,B,1,2021-06-07 22:00:43,P,2021-06-07 22:15:00
tdc6p16,HOURLY,B,1,2021-06-07 13:00:32,P,2021-06-07 13:15:00
tdc6p16,HOURLY,B,1,2021-06-07 11:00:37,P,2021-06-07 11:15:00
tdc6p16,HOURLY,B,1,2021-06-07 09:00:40,P,2021-06-07 09:15:00
tdc6p16,HOURLY,B,1,2021-06-07 07:00:42,P,2021-06-07 07:15:00
tdc6p16,HOURLY,B,1,2021-06-07 06:01:36,P,2021-06-07 06:15:00
tdc6p16,HOURLY,B,1,2021-06-07 03:00:28,P,2021-06-07 03:15:00
tdc6p16,HOURLY,B,1,2021-06-07 00:00:30,P,2021-06-07 00:15:00
tdc6p16,HOURLY,B,1,2021-06-06 15:00:33,P,2021-06-06 15:15:00
tdc6p16,HOURLY,B,1,2021-06-06 13:00:26,P,2021-06-06 13:15:00
tdc6p16,HOURLY,B,1,2021-06-06 11:00:29,P,2021-06-06 11:15:00
tdc6p16,HOURLY,B,1,2021-06-06 08:00:28,P,2021-06-06 08:15:00
tdc6p16,HOURLY,B,1,2021-06-06 06:00:26,P,2021-06-06 06:15:00
tdc6p16,HOURLY,B,1,2021-06-06 04:00:27,P,2021-06-06 04:15:00
tdc6p16,HOURLY,B,1,2021-06-06 01:00:26,P,2021-06-06 01:15:00
tdc6p16,HOURLY,B,1,2021-06-06 00:01:38,P,2021-06-06 00:15:00
tdc6p16,HOURLY,B,1,2021-06-05 19:00:42,P,2021-06-05 19:15:00
tdc6p16,HOURLY,B,1,2021-06-05 17:00:36,P,2021-06-05 17:15:00
tdc6p16,HOURLY,B,1,2021-06-05 15:01:31,P,2021-06-05 15:15:00
tdc6p16,HOURLY,B,1,2021-06-05 14:00:40,P,2021-06-05 14:15:00
tdc6p16,HOURLY,B,1,2021-06-05 12:00:30,P,2021-06-05 12:15:00
tdc6p16,HOURLY,B,1,2021-06-05 10:00:30,P,2021-06-05 10:15:00
tdc6p16,HOURLY,B,1,2021-06-05 08:00:28,P,2021-06-05 08:15:00
tdc6p16,HOURLY,B,1,2021-06-05 06:03:39,P,2021-06-05 06:15:00
tdc6p16,HOURLY,B,1,2021-06-05 04:00:26,P,2021-06-05 04:15:00
tdc6p16,HOURLY,B,1,2021-06-05 02:00:27,P,2021-06-05 02:15:00
tdc6p16,HOURLY,B,1,2021-06-05 00:00:25,P,2021-06-05 00:15:00
tdc6p16,HOURLY,B,1,2021-06-04 22:01:02,P,2021-06-04 22:15:00
tdc6p16,HOURLY,B,1,2021-06-04 19:00:25,P,2021-06-04 19:15:00
tdc6p16,HOURLY,B,1,2021-06-04 17:06:22,P,2021-06-04 17:15:00
tdc6p16,HOURLY,B,1,2021-06-04 15:02:25,P,2021-06-04 15:15:00
tdc6p16,HOURLY,B,1,2021-06-04 12:00:30,P,2021-06-04 12:15:00
tdc6p16,HOURLY,B,1,2021-06-04 10:02:34,P,2021-06-04 10:15:00
tdc6p16,HOURLY,B,1,2021-06-04 03:00:27,P,2021-06-04 03:15:00
tdc6p16,HOURLY,B,1,2021-06-03 20:00:33,P,2021-06-03 20:15:00
tdc6p16,HOURLY,B,1,2021-06-03 14:00:43,P,2021-06-03 14:15:00
tdc6p16,HOURLY,B,1,2021-06-03 08:00:36,P,2021-06-03 08:15:00
tdc6p16,HOURLY,B,1,2021-06-02 20:00:23,P,2021-06-02 20:15:00
tdc6p16,HOURLY,B,1,2021-06-02 15:10:35,P,2021-06-02 15:15:00
tdc6p16,HOURLY,B,1,2021-06-02 09:00:36,P,2021-06-02 09:15:00
tdc6p16,HOURLY,B,1,2021-06-02 03:00:24,P,2021-06-02 03:15:00
tdc6p16,HOURLY,B,1,2021-06-01 17:00:52,P,2021-06-01 17:15:00
tdc6p16,HOURLY,B,1,2021-06-01 09:00:24,P,2021-06-01 09:15:00
tdc6p16,HOURLY,B,1,2021-06-01 06:04:54,P,2021-06-01 06:15:00
tdc6p16,HOURLY,B,1,2021-06-01 00:00:32,P,2021-06-01 00:15:00
tdc6p16,HOURLY,B,1,2021-05-24 13:00:30,P,2021-05-24 13:15:00
tdc6p16,HOURLY,B,1,2021-05-24 07:00:40,P,2021-05-24 07:15:00
tdc6p16,HOURLY,B,1,2021-05-24 03:00:25,P,2021-05-24 03:15:00
tdc6p16,HOURLY,B,1,2021-05-23 17:11:12,P,2021-05-23 17:15:00
tdc6p16,HOURLY,B,1,2021-05-23 17:11:12,P,2021-05-23 17:15:00
tdc6p16,HOURLY,B,1,2021-05-23 08:01:08,P,2021-05-23 08:15:00
tdc6p16,HOURLY,B,1,2021-05-23 01:00:32,P,2021-05-23 01:15:00
tdc6p16,HOURLY,B,1,2021-05-22 14:01:20,P,2021-05-22 14:15:00
tdc6p16,HOURLY,B,1,2021-05-22 11:00:50,P,2021-05-22 11:15:00
tdc6p16,HOURLY,B,1,2021-05-22 06:00:41,P,2021-05-22 06:15:00
tdc6p16,HOURLY,B,1,2021-05-22 00:00:43,P,2021-05-22 00:15:00
tdc6p16,HOURLY,B,1,2021-05-21 14:03:43,P,2021-05-21 14:15:00
tdc6p16,HOURLY,B,1,2021-05-21 10:02:02,P,2021-05-21 10:15:00
tdc6p16,HOURLY,B,1,2021-05-21 06:00:32,P,2021-05-21 06:15:00
tdc6p16,HOURLY,B,1,2021-05-21 00:00:29,P,2021-05-21 00:15:00
tdc6p16,HOURLY,B,1,2021-05-20 22:00:40,P,2021-05-20 22:15:00
tdc6p16,HOURLY,B,1,2021-05-20 20:00:26,P,2021-05-20 20:15:00
tdc6p16,HOURLY,B,1,2021-05-20 18:00:18,P,2021-05-20 18:15:00
tdc6p16,HOURLY,B,1,2021-05-20 17:00:22,P,2021-05-20 17:15:00
tdc6p16,HOURLY,B,1,2021-05-20 13:01:20,P,2021-05-20 13:15:00
tdc6p16,HOURLY,B,1,2021-05-20 11:03:36,P,2021-05-20 11:15:00
tdc6p16,HOURLY,B,1,2021-05-20 06:00:29,P,2021-05-20 06:15:00
tdc6p16,HOURLY,B,1,2021-05-20 05:00:30,P,2021-05-20 05:15:00
tdc6p16,HOURLY,B,1,2021-05-20 02:03:12,P,2021-05-20 02:15:00
tdc6p16,HOURLY,B,1,2021-05-19 21:00:27,P,2021-05-19 21:15:00
tdc6p16,HOURLY,B,1,2021-05-19 16:00:16,P,2021-05-19 16:15:00
tdc6p16,HOURLY,B,1,2021-05-19 11:00:35,P,2021-05-19 11:15:00
tdc6p16,HOURLY,B,1,2021-05-19 09:03:30,P,2021-05-19 09:15:00
tdc6p16,HOURLY,B,1,2021-05-19 01:00:33,P,2021-05-19 01:15:00
tdc6p16,HOURLY,B,1,2021-05-18 23:00:46,P,2021-05-18 23:15:00
tdc6p16,HOURLY,B,1,2021-05-18 14:01:51,P,2021-05-18 14:15:00
tdc6p16,HOURLY,B,1,2021-05-18 13:10:45,P,2021-05-18 13:15:00
tdc6p16,HOURLY,B,1,2021-05-18 12:00:50,P,2021-05-18 12:15:00
tdc6p16,HOURLY,B,1,2021-05-18 01:01:02,P,2021-05-18 01:15:00
tdc6p16,HOURLY,B,1,2021-05-18 00:00:27,P,2021-05-18 00:15:00
tdc6p16,HOURLY,B,1,2021-05-17 21:00:18,P,2021-05-17 21:15:00
tdc6p16,HOURLY,B,1,2021-05-17 18:00:18,P,2021-05-17 18:15:00
tdc6p16,HOURLY,B,1,2021-05-17 16:00:27,P,2021-05-17 16:15:00
tdc6p16,HOURLY,B,1,2021-05-17 10:03:52,P,2021-05-17 10:15:00
tdc6p16,HOURLY,B,1,2021-05-17 09:00:26,P,2021-05-17 09:15:00
tdc6p16,HOURLY,B,1,2021-05-17 06:00:29,P,2021-05-17 06:15:00
