park_id,category,vacancy_type,vacancy,lastupdate,type,rounded_time
tdc32p1,HOURLY,A,6,2021-06-15 10:00:46,P,2021-06-15 10:15:00
tdc32p1,HOURLY,A,3,2021-06-14 15:03:12,P,2021-06-14 15:15:00
tdc32p1,HOURLY,A,3,2021-06-14 15:03:12,P,2021-06-14 15:15:00
tdc32p1,HOURLY,A,7,2021-06-12 10:00:36,P,2021-06-12 10:15:00
tdc32p1,HOURLY,A,7,2021-06-12 10:00:36,P,2021-06-12 10:15:00
tdc32p1,HOURLY,A,7,2021-06-12 10:00:36,P,2021-06-12 10:15:00
tdc32p1,HOURLY,A,14,2021-06-11 15:02:53,P,2021-06-11 15:15:00
tdc32p1,HOURLY,A,14,2021-06-11 15:02:53,P,2021-06-11 15:15:00
tdc32p1,HOURLY,A,10,2021-06-11 10:00:25,P,2021-06-11 10:15:00
tdc32p1,HOURLY,A,5,2021-06-10 15:01:09,P,2021-06-10 15:15:00
tdc32p1,HOURLY,A,5,2021-06-10 15:01:09,P,2021-06-10 15:15:00
tdc32p1,HOURLY,A,5,2021-06-10 15:01:09,P,2021-06-10 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,7,2021-06-08 15:01:19,P,2021-06-08 15:15:00
tdc32p1,HOURLY,A,6,2021-06-08 10:00:32,P,2021-06-08 10:15:00
tdc32p1,HOURLY,A,6,2021-06-08 10:00:32,P,2021-06-08 10:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,4,2021-06-06 15:01:08,P,2021-06-06 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,0,2021-06-05 15:02:25,P,2021-06-05 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
tdc32p1,HOURLY,A,6,2021-06-02 15:03:48,P,2021-06-02 15:15:00
